,event_type,latitude,longitude,endlatitude,endlongitude,address,event_cause,requires_road_closure,start_datetime,end_datetime,veh_type,corridor,priority,created_date,police_station,closed_datetime,gba_identifier,zone,junction
1367,unplanned,13.0166638,77.5836457,13.0166383,77.5839733,"Geddalahalli Main Road, Gunatha Vihar, Ganga Nagar, Bengaluru, Karnataka. Pin-560006 (India)",vehicle_breakdown,True,2024-02-16 20:00:53.281+00,,lcv,Bellary Road 1,1.0,2024-02-16 20:02:08.311061+00,Sadashivanagar,2024-02-16 20:38:11.492102+00,,,
1368,unplanned,13.0295902,77.537008,0.0,0.0,"Dr Rajkumar Puniya Bhoomi Road, Gorguntepalya Junction, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,2024-02-16 19:53:36.035+00,,bmtc_bus,Tumkur Road,1.0,2024-02-16 19:54:06.857965+00,Yeshwanthpura,2024-02-16 21:06:29.049604+00,,,
1369,unplanned,13.0434933,77.590776,0.0,0.0,"Hebbal Flyover, Hebbal Junction, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",vehicle_breakdown,False,2024-02-16 19:10:43.532+00,,lcv,Bellary Road 1,1.0,2024-02-16 19:13:27.052967+00,Kodigehalli,,,,
1370,unplanned,12.9840844,77.6405155,0.0,0.0,"Old Madras Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",vehicle_breakdown,False,2024-02-16 20:51:31.561+00,,private_car,Old Madras Road,1.0,2024-02-16 20:52:22.420133+00,Jeevanbheemanagar,2024-02-16 20:55:18.285494+00,,,
1371,unplanned,12.9729384,77.5128128,0.0,0.0,"Dr Rajkumar Puniya Bhoomi Road, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",vehicle_breakdown,False,2024-03-14 21:49:41.694+00,,bmtc_bus,Non-corridor,0.0,2024-03-14 21:51:02.633525+00,Jnanabharathi,2024-03-14 21:52:19.113498+00,,,
1372,unplanned,13.0270939,77.5434332,0.0,0.0,"Mumbai Bengaluru Highway, Sri Vijayamaruthi Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,2024-03-14 21:57:25.787+00,,private_bus,Tumkur Road,1.0,2024-03-14 22:03:10.287447+00,Yeshwanthpura,,,,
1373,unplanned,12.926154,77.676723,0.0,0.0,"Outer Ring Road, Bellandur Circle, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",vehicle_breakdown,False,2024-03-14 21:48:17.4+00,,bmtc_bus,ORR East 1,1.0,2024-03-14 21:49:54.588134+00,Bellandur,2024-03-14 23:26:03.739771+00,,,
1374,unplanned,12.95372239,77.57679302,0.0,0.0,"Sajjan Rao Road, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",tree_fall,False,2024-03-14 21:58:59.053+00,,,Non-corridor,0.0,2024-03-14 22:00:04.820687+00,V.V.Puram (C.Pet),2024-03-14 22:30:17.661969+00,,,
1375,unplanned,12.9219507,77.5602425,0.0,0.0,"30th Main Road, Kittur Rani Chennamma Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",road_conditions,False,2024-03-14 21:36:49.204+00,,,ORR West 1,1.0,2024-03-14 21:38:26.603401+00,Banashankari,2024-03-14 22:39:05.04507+00,,,
1376,unplanned,12.92625,77.5485883,0.0,0.0,"Dr Rajkumar Puniya Bhoomi Road, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",vehicle_breakdown,False,2024-03-14 21:53:24.811+00,,bmtc_bus,ORR West 1,1.0,2024-03-14 21:54:42.194941+00,Banashankari,,,,
1377,unplanned,13.0697667,77.4467317,0.0,0.0,"Mumbai Bengaluru Highway, Rajadhani Layout, Adakamaranahalli, Bengaluru, Karnataka. Pin-562162 (India)",vehicle_breakdown,False,2024-03-14 19:46:44.329+00,,heavy_vehicle,Non-corridor,0.0,2024-03-14 19:47:29.633117+00,No Police Station,,,,
1378,unplanned,13.0163366,77.6608846,0.0,0.0,"MBT Road, Vijaya Bank Colony, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",congestion,False,2024-03-14 20:02:15.671+00,,,ORR North 1,1.0,2024-03-14 20:04:06.965166+00,Banaswadi,,,,
1379,unplanned,12.9879317,77.5741678,0.0,0.0,"Padmabhushan Dr RK Srikantan Road, Seshadripuram Police Station Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",vehicle_breakdown,False,2024-02-16 20:46:29.678+00,,lcv,Non-corridor,0.0,2024-02-16 20:49:46.964445+00,Sheshadripuram,,,,
1380,unplanned,13.0483242,77.6450836,0.0,0.0,"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",construction,False,2024-03-14 22:49:23.165+00,,,Non-corridor,0.0,2024-03-14 22:50:34.106458+00,Hennuru,2024-03-16 06:41:21.193515+00,,,
1381,unplanned,12.9916894,77.5857023,0.0,0.0,"Sankey Road, The Summit, Abshot Layout, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,2024-02-16 20:00:14.283+00,,others,Bellary Road 1,1.0,2024-02-16 20:09:12.191473+00,High ground,,,,
1382,planned,12.9693554,77.7006781,0.0,0.0,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",construction,False,2024-02-16 21:01:48.301+00,2024-02-17 10:35:46+00,,ORR East 2,1.0,2024-02-16 21:03:29.562606+00,HAL Old Airport,,,,
1383,unplanned,12.9918832,77.5511444,0.0,0.0,"Chord Road, Government Quarters, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",vehicle_breakdown,False,2024-02-16 19:58:32.99+00,,private_bus,West of Chord Road,1.0,2024-02-16 19:59:25.441897+00,Rajajinagar,,,,
1384,unplanned,12.9846104,77.5724988,0.0,0.0,"BTS Bus Station Road, Old Mysore Road Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560023 (India)",vehicle_breakdown,False,2024-02-16 22:13:32.326+00,,private_bus,Non-corridor,0.0,2024-02-16 22:15:36.091329+00,Sheshadripuram,2024-02-16 23:16:50.683655+00,,,
1385,unplanned,13.2435188,77.7049397,0.0,0.0,"Devanahalli Bypass, Tippo Circle, Devanahalli, Karnataka. Pin-562110 (India)",vehicle_breakdown,False,2024-02-16 20:22:39.782+00,,heavy_vehicle,Non-corridor,0.0,2024-02-16 20:24:04.142178+00,Devanahalli Airport,,,,
1386,unplanned,13.2421567,77.7039459,0.0,0.0,"Bengaluru Bellary Road, Om Sri Nadaprabhu Kempegowdara Circle, Devanahalli, Karnataka. Pin-562110 (India)",vehicle_breakdown,False,2024-03-14 20:19:50.888+00,,truck,Non-corridor,0.0,2024-03-14 20:30:04.931434+00,Devanahalli Airport,,,,
1387,unplanned,13.0408936,77.6175047,0.0,0.0,"MBT Road, Ebisu Tech Park, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",congestion,False,2024-03-14 23:24:29.386+00,,,ORR North 1,1.0,2024-03-14 23:25:04.365065+00,Hennuru,2024-03-15 00:02:16.525295+00,,,
1388,unplanned,13.0166851,77.5590135,0.0,0.0,"Canara Union Road, Embassy Heritage Apartment, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",vehicle_breakdown,False,2024-03-14 22:53:09.439+00,,private_car,Tumkur Road,1.0,2024-03-14 22:55:34.651903+00,Yeshwanthpura,2024-03-14 23:06:25.372235+00,,,
1389,unplanned,13.0092693,77.5268005,0.0,0.0,"Dr Rajkumar Puniya Bhoomi Road, Malleshwar Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",accident,False,2024-03-14 21:42:51.767+00,,,Non-corridor,0.0,2024-03-14 21:45:11.117885+00,Rajajinagar,,,,
1390,unplanned,12.9607315,77.5043785,0.0,0.0,"Kengeri Main Road, Kengunte Circle, Bengaluru, Karnataka. Pin-560056 (India)",others,False,2024-02-17 01:04:06.297+00,,,Non-corridor,0.0,2024-02-17 01:04:34.510744+00,Jnanabharathi,2024-02-17 01:39:06.036238+00,,,
1391,unplanned,12.9665883,77.5877557,0.0,0.0,"Sri Narsimha Rao Road, Sri Narasimharaja Square, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",vehicle_breakdown,False,2024-03-14 23:43:52.553+00,,bmtc_bus,Mysore Road,1.0,2024-03-14 23:46:01.418169+00,Halasuru Gate,,,,
1392,unplanned,13.0212787,77.5357819,0.0,0.0,"Kanteerava Studio Road, Macksons Industrial Estate, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,2024-02-16 21:32:42.908+00,,others,Non-corridor,0.0,2024-02-16 21:37:21.713499+00,Rajajinagar,,,,
1393,unplanned,12.90701,77.5461183,0.0,0.0,"Balaji Nagar Road, Vallabha Nagar, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",vehicle_breakdown,False,2024-02-16 21:43:57.502+00,,bmtc_bus,Non-corridor,0.0,2024-02-16 21:44:48.839441+00,K.S. Layout,,,,
1394,unplanned,13.103584,77.601009,0.0,0.0,"Kogilu Main Road, Kogilu Cross Junction, Palanahalli, Bengaluru, Karnataka. Pin-560064 (India)",vehicle_breakdown,False,2024-02-16 22:15:53.915+00,,others,Bellary Road 2,1.0,2024-02-16 22:21:46.761216+00,Yelahanka,,,,
1395,unplanned,13.0354502,77.5266678,0.0,0.0,"Mumbai Bengaluru Highway, Peenya 2nd Block, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",vehicle_breakdown,False,2024-02-16 23:58:10.991+00,,lcv,Tumkur Road,1.0,2024-02-16 23:59:05.32974+00,Peenya,2024-02-17 00:26:27.036235+00,,,
1396,unplanned,12.9225338,77.6456041,0.0,0.0,"Outer Ring Road, Heavie Halcyon, Agara, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",vehicle_breakdown,False,2024-02-16 23:19:27.396+00,,private_car,ORR East 1,1.0,2024-02-16 23:20:52.525923+00,HSR Layout,2024-02-17 01:20:26.902482+00,,,
1397,unplanned,13.0312086,77.5244957,13.0312219,77.5245786,"5th Cross Road, Industrial Area Stage 1, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",others,True,2024-02-17 00:07:55.053+00,,,Non-corridor,0.0,2024-02-17 00:09:56.265401+00,Peenya,2024-02-17 05:21:47.058168+00,,,
1398,unplanned,13.0361367,77.6282007,13.0357001,77.6285074,"MBT Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",others,True,2024-03-15 00:42:25.927+00,,,ORR North 1,1.0,2024-03-15 00:45:27.205345+00,Hennuru,,,,
1399,unplanned,13.0628037,77.4995804,0.0,0.0,"Sidedahalli Main Road, Sashwath The Magnolia, Siddeshwara Layout, Sidedahalli, Bengaluru, Karnataka. Pin-560073 (India)",vehicle_breakdown,False,2024-02-17 01:30:14.635+00,,bmtc_bus,Non-corridor,0.0,2024-02-17 01:31:31.910863+00,Chikkabanavara,,,,
1400,unplanned,12.9289557,77.5677555,0.0,0.0,"9th Main Road, Siddanna Layout, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)",road_conditions,False,2024-03-15 00:32:50.155+00,,,Non-corridor,0.0,2024-03-15 00:33:46.091753+00,Banashankari,2024-03-15 00:34:30.873794+00,,,
1401,unplanned,12.9235611,77.5764936,0.0,0.0,"36th Cross Road, Jagathguru Shri Sivaratripura Circle, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",pot_holes,False,2024-03-15 00:28:23.433+00,,,Non-corridor,0.0,2024-03-15 00:31:44.562327+00,Jayanagara,,,,
1402,unplanned,12.9236401,77.5763541,0.0,0.0,"Konanakunte Main Road, Jagathguru Shri Sivaratripura Circle, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",pot_holes,False,2024-03-15 00:45:44.433+00,,,Non-corridor,0.0,2024-03-15 00:47:10.590373+00,Jayanagara,,,,
1403,unplanned,13.0359877,77.628011,0.0,0.0,"MBT Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",others,False,2024-03-15 00:56:49.121+00,,,ORR North 1,1.0,2024-03-15 00:59:34.490513+00,K.G. Halli,,,,
1404,unplanned,12.95291122,77.54039654,0.0,0.0,"KR Market Road, Dr Rajkumar Circle, Bapuji Nagar, Bengaluru, Karnataka. Pin-560026 (India)",others,False,2024-03-15 00:58:01.956+00,,,West of Chord Road,1.0,2024-03-15 00:58:26.245005+00,Byatarayanapura,2024-03-15 01:02:09.140254+00,,,
1405,unplanned,12.9863112,77.6475171,0.0,0.0,"Old Madras Road, Byappanahalli Junction, Baiyappanahalli, Bengaluru, Karnataka. Pin-560038 (India)",accident,False,2024-03-15 00:47:15.818+00,,,Old Madras Road,1.0,2024-03-15 00:47:47.382682+00,Jeevanbheemanagar,2024-03-15 01:28:50.110719+00,,,
1406,unplanned,12.9868684,77.6476655,0.0,0.0,"Old Madras Road, Byappanahalli Junction, Baiyappanahalli, Bengaluru, Karnataka. Pin-560038 (India)",vehicle_breakdown,False,2024-03-15 00:28:22.015+00,,taxi,Old Madras Road,1.0,2024-03-15 00:28:52.607181+00,Banaswadi,,,,
1407,unplanned,12.9561983,77.6938667,0.0,0.0,"HAL Airport Road, Manjunatha Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",vehicle_breakdown,False,2024-02-17 00:18:09.134+00,,bmtc_bus,Old Airport Road,1.0,2024-02-17 00:19:40.647563+00,HAL Old Airport,,,,
1408,unplanned,12.9580302,77.5539199,0.0,0.0,"Mysore Road, Valmiki Nagar, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,2024-03-15 01:41:01.955+00,,bmtc_bus,Mysore Road,1.0,2024-03-15 01:43:27.536455+00,Chamarajpet,,,,
1409,unplanned,12.9782227,77.75121,0.0,0.0,"Whitefield Main Road, Happy Valley, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",vehicle_breakdown,False,2024-02-16 22:58:38.831+00,,bmtc_bus,Non-corridor,0.0,2024-02-16 23:00:48.043713+00,Whitefield,,,,
1410,unplanned,12.9370003,77.5202782,0.0,0.0,"Mysore Road, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",vehicle_breakdown,False,2024-02-17 02:46:23.452+00,,ksrtc_bus,Mysore Road,1.0,2024-02-17 02:48:13.906672+00,Byatarayanapura,2024-02-17 03:21:00.691771+00,,,
1411,unplanned,13.1014663,77.5866177,0.0,0.0,"Doddaballapur Main Road, East Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",others,False,2024-02-17 01:52:53.574+00,,,Non-corridor,0.0,2024-02-17 01:53:55.805343+00,Yelahanka,2024-02-18 07:16:57.160841+00,,,
1412,unplanned,12.8995982,77.6010296,0.0,0.0,"Bannerghatta Main Road, Bilekahalli Layout, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)",water_logging,False,2024-02-17 01:31:24.918+00,,,Bannerghata Road,1.0,2024-02-17 01:32:57.140017+00,Mico Layout,2024-02-18 20:19:41.49078+00,,,
1413,unplanned,12.9589138,77.6043356,0.0,0.0,"Kadidal Manjappa Road, Police Quarters, B&C Colony, Shanti Nagar, Bengaluru, Karnataka. Pin-560025 (India)",others,False,2024-02-17 02:51:19.395+00,,,Hosur Road,1.0,2024-02-17 02:55:48.182402+00,Ashok Nagar,2024-03-14 08:14:22.948867+00,,,
1414,unplanned,12.9898379,77.5719635,0.0,0.0,"Subedar Chatram Road, Shri Rajiv Gandhi Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",vehicle_breakdown,False,2024-03-15 03:26:40.957+00,,bmtc_bus,Non-corridor,0.0,2024-03-15 03:28:46.640705+00,Sheshadripuram,2024-03-15 05:29:33.987213+00,,,
1415,planned,12.9387593,77.6364939,0.0,0.0,"Domlur Inner Ring Road, Jitendra Biswas Colony, Challaghatta, Bengaluru, Karnataka. Pin-560071 (India)",construction,False,2024-03-15 02:26:09.024+00,2024-03-18 02:27:46+00,,IRR(Thanisandra road),1.0,2024-03-15 02:31:05.835619+00,Ashok Nagar,,,,
1416,unplanned,13.0292025,77.5404542,0.0,0.0,"Vivanta By Taj Yeshwantpur Entry Road, RNS Shriniketan, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,2024-03-15 00:21:04.019+00,,bmtc_bus,Tumkur Road,1.0,2024-03-15 00:21:53.339609+00,Yeshwanthpura,,,,
1417,unplanned,12.9868362,77.647518,0.0,0.0,"Old Madras Road, Byappanahalli Junction, Baiyappanahalli, Bengaluru, Karnataka. Pin-560038 (India)",vehicle_breakdown,False,2024-03-15 00:24:11.438+00,,taxi,Old Madras Road,1.0,2024-03-15 00:25:17.103454+00,Banaswadi,,,,
1418,unplanned,12.9497794,77.6993219,0.0,0.0,"Outer Ring Road, Soulspace Paradigm, Marathahalli Village, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",water_logging,False,2024-02-17 04:26:14.691+00,,,ORR East 1,1.0,2024-02-17 04:27:07.026901+00,HAL Old Airport,,,,
1419,unplanned,12.9255212,77.5496526,0.0,0.0,"Dr Rajkumar Puniya Bhoomi Road, Block 6, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",vehicle_breakdown,False,2024-02-17 04:11:18.144+00,,private_bus,ORR West 1,1.0,2024-02-17 04:12:22.829363+00,Banashankari,2024-02-17 04:56:41.004353+00,,,
1420,unplanned,12.9305032,77.5802774,0.0,0.0,"4th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",vehicle_breakdown,False,2024-02-17 03:14:19.776+00,,heavy_vehicle,Non-corridor,0.0,2024-02-17 03:16:13.036277+00,Jayanagara,2024-02-17 03:42:05.105518+00,,,
1421,unplanned,13.044472,77.5829141,0.0,0.0,"Outer Ring Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",congestion,False,2024-02-17 04:44:22.642+00,,,ORR North 2,1.0,2024-02-17 04:44:57.060726+00,Kodigehalli,,,,
1422,unplanned,12.9276914,77.6207494,0.0,0.0,"Sarjapur Marathahalli Road, Koramangala Water Tank Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",vehicle_breakdown,False,2024-02-17 04:37:06.856+00,,heavy_vehicle,IRR(Thanisandra road),1.0,2024-02-17 04:39:59.570182+00,Adugodi,,,,
1423,unplanned,12.91304392,77.62528618,0.0,0.0,"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",vehicle_breakdown,False,2024-02-17 05:09:02.052+00,,private_car,Hosur Road,1.0,2024-02-17 05:11:59.70782+00,HSR Layout,2024-02-17 05:24:47.776077+00,,,
1424,unplanned,12.9959803,77.667998,0.0,0.0,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",vehicle_breakdown,False,2024-03-15 04:49:18.703+00,,heavy_vehicle,ORR North 1,1.0,2024-03-15 04:49:54.370911+00,Mahadevapura,2024-03-15 06:53:26.649821+00,,,
1425,unplanned,13.0412942,77.6226947,0.0,0.0,"MBT Road, AK Colony, Munivenkatappa Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",congestion,False,2024-03-15 04:48:30.627+00,,,Hennur Main Road,1.0,2024-03-15 04:49:15.659642+00,Hennuru,2024-03-15 07:04:32.564356+00,,,
1426,unplanned,12.9633836,77.5814857,0.0,0.0,"Sri Narasimha Raj Wadiyar Road, Potters Colony, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",vehicle_breakdown,False,2024-03-15 04:28:57.064+00,,truck,Mysore Road,1.0,2024-03-15 04:36:32.738669+00,City Market,2024-03-15 04:57:20.007958+00,,,
1427,unplanned,12.9479363,77.5343203,0.0,0.0,"Mysore Road, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,2024-02-17 03:22:55.403+00,,bmtc_bus,Mysore Road,1.0,2024-02-17 03:24:05.574279+00,Byatarayanapura,,,,
1428,unplanned,12.9946264,77.4951019,0.0,0.0,"1st Main Road, Maruthi Nagar, Madeshwara Nagar, Bengaluru, Karnataka. Pin-560091 (India)",vehicle_breakdown,False,2024-03-15 05:25:24.681+00,,bmtc_bus,Non-corridor,0.0,2024-03-15 05:26:11.535022+00,Kamakshipalya,,,,
1429,unplanned,12.9556816,77.7160269,0.0,0.0,"HAL Airport Road, Smartworks, Green Garden Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",vehicle_breakdown,False,2024-02-17 04:06:28.194+00,,lcv,Varthur Road,1.0,2024-02-17 04:08:13.492445+00,Whitefield,,,,
1430,unplanned,12.9943539,77.6157434,0.0,0.0,"Wheeler Road, Ranka D Paradise, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",vehicle_breakdown,False,2024-02-17 04:21:51.177+00,,heavy_vehicle,Non-corridor,0.0,2024-02-17 04:27:19.303389+00,Pulikeshinagar(F.Town),,,,
1431,unplanned,13.043268,77.5524725,0.0,0.0,"Outer Ring Road, Sharadamba Nagar, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)",vehicle_breakdown,False,2024-02-17 03:28:04.588+00,,lcv,ORR North 2,1.0,2024-02-17 03:29:19.132833+00,Jalahalli,,,,
1432,unplanned,12.9901789,77.5037504,0.0,0.0,"Magadi Main Road, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",vehicle_breakdown,False,2024-03-15 05:42:14.04+00,,bmtc_bus,Magadi Road,1.0,2024-03-15 05:42:54.279313+00,Kamakshipalya,2024-03-15 06:07:33.340025+00,,,
1433,unplanned,12.9827544,77.5491868,0.0,0.0,"66th Cross Road, Jedehalli, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",road_conditions,False,2024-03-15 05:35:24.74+00,,,West of Chord Road,1.0,2024-03-15 05:36:09.884236+00,Magadi Road,,,,
1434,planned,13.0445334,77.5829159,0.0,0.0,"Outer Ring Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",construction,False,2024-03-15 05:33:31.522+00,2024-03-15 05:33:46+00,,ORR North 2,1.0,2024-03-15 05:35:00.149492+00,Kodigehalli,,,,
1435,unplanned,12.9974709,77.550139,0.0,0.0,"Sri B Gangaiah Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",pot_holes,False,2024-03-15 05:38:46.869+00,,,West of Chord Road,1.0,2024-03-15 05:40:27.350728+00,Vijayanagara,,,,
1436,unplanned,13.0244407,77.5475007,0.0,0.0,"Mumbai Bengaluru Highway, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,2024-02-17 08:29:27.6+00,,bmtc_bus,Tumkur Road,1.0,2024-02-17 08:30:07.92255+00,Yeshwanthpura,,,,
1437,unplanned,12.9874519,77.587879,0.0,0.0,"Sankey Road, Dharmaprakash Devarao Shivaram Ubhayaker Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,2024-03-15 05:52:09.129+00,,private_car,Bellary Road 1,1.0,2024-03-15 05:55:01.249982+00,High ground,2024-03-15 06:41:50.443497+00,,,
1438,unplanned,12.9970649,77.5502312,0.0,0.0,"Sri B Gangaiah Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",pot_holes,False,2024-03-15 05:41:12.157+00,,,West of Chord Road,1.0,2024-03-15 05:42:20.841029+00,Vijayanagara,,,,
1439,unplanned,12.9883914,77.5741063,0.0,0.0,"Padmabhushan Dr RK Srikantan Road, Swastik Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",vehicle_breakdown,False,2024-03-15 04:28:07.736+00,,lcv,Non-corridor,0.0,2024-03-15 04:29:02.352016+00,Sheshadripuram,,,,
1440,unplanned,12.9651116,77.5969901,0.0,0.0,"Richmond Road Flyover, Richmond Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,2024-03-15 03:55:20.737+00,,lcv,Mysore Road,1.0,2024-03-15 03:58:16.231517+00,Ashok Nagar,,,,
1441,unplanned,12.9802182,77.5720881,0.0,0.0,"Seshadri Road, Ayurvedic Hospital Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",vehicle_breakdown,False,2024-02-17 06:05:40.132+00,,bmtc_bus,Non-corridor,0.0,2024-02-17 06:06:14.906565+00,Sheshadripuram,,,,
1442,unplanned,12.9743968,77.577995,0.0,0.0,"Kempegowda Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",vehicle_breakdown,False,2024-02-17 10:18:44.364+00,,bmtc_bus,Non-corridor,0.0,2024-02-17 10:20:25.173643+00,Upparpet,,,,
1443,unplanned,13.0127152,77.6993754,0.0,0.0,"MBT Road, KR Puram Extension, Bengaluru, Karnataka. Pin-560036 (India)",vehicle_breakdown,False,2024-02-17 09:15:58.044+00,,heavy_vehicle,Non-corridor,0.0,2024-02-17 09:18:22.134725+00,K.R. Pura,,,,
1444,unplanned,12.9548263,77.5819799,0.0,0.0,"Lalbagh Fort Road, Doddamavalli, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",vehicle_breakdown,False,2024-02-17 09:28:41.135+00,,bmtc_bus,Non-corridor,0.0,2024-02-17 09:29:49.688267+00,City Market,,,,
1445,unplanned,12.9363424,77.7054595,0.0,0.0,"Panathur Main Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",others,False,2024-02-17 19:08:40.409+00,,,Non-corridor,0.0,2024-02-17 19:11:54.670493+00,HAL Old Airport,,,,
1446,unplanned,12.9884191,77.5887931,12.9884134,77.5887922,"Palace Road, Dharmaprakash Devarao Shivaram Ubhayaker Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",tree_fall,True,2024-02-17 16:45:59.579+00,,,Bellary Road 1,1.0,2024-02-17 16:53:00.574122+00,High ground,2024-02-17 19:07:34.843926+00,,,
1447,unplanned,13.0932487,77.59516,0.0,0.0,"Allalasandra Main Road, RMZ Galleria Residences, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",vehicle_breakdown,False,2024-02-17 19:23:07.74+00,,bmtc_bus,Bellary Road 2,1.0,2024-02-17 19:26:43.394081+00,Yelahanka,2024-02-17 20:28:20.369988+00,,,
1448,unplanned,12.9622663,77.5845865,0.0,0.0,"Model Road, Kumbaragundi, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",vehicle_breakdown,False,2024-02-17 10:25:12.569+00,,private_bus,Mysore Road,1.0,2024-02-17 10:26:42.273164+00,Halasuru Gate,,,,
1449,unplanned,12.9569643,77.5737478,0.0,0.0,"KR Main Road, Professor P Shivshankar Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",vehicle_breakdown,False,2024-02-17 05:41:55.533+00,,ksrtc_bus,Non-corridor,0.0,2024-02-17 05:42:59.533127+00,V.V.Puram (C.Pet),,,,
1450,unplanned,12.9840332,77.5966491,0.0,0.0,"Vidhan Vidhi Road, SG Balekundry Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,2024-02-17 05:38:34.479+00,,bmtc_bus,CBD 2,1.0,2024-02-17 05:41:04.562559+00,Cubbon Park,,,,
